model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_resets,learn_steps,test_resets,test_steps,extension_rule,separation_rule,time
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.053069117002451094
OpenSSL_1.0.2_client_full,9,10,90,7,487,905,0,0,ADS,SepSeq,0.059382409999670926
OpenSSL_1.0.2_client_full,9,10,90,7,498,908,0,0,ADS,SepSeq,0.06129055899873492
OpenSSL_1.0.2_client_full,9,10,90,7,491,901,0,0,ADS,SepSeq,0.06039120100103901
OpenSSL_1.0.2_client_full,9,10,90,7,494,897,0,0,ADS,SepSeq,0.06164373299907311
OpenSSL_1.0.2_client_full,9,10,90,7,501,901,0,0,ADS,SepSeq,0.052334031999635044
OpenSSL_1.0.2_client_full,9,10,90,7,473,864,0,0,ADS,SepSeq,0.05654325299838092
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05435562299680896
OpenSSL_1.0.2_client_full,9,10,90,7,480,877,0,0,ADS,SepSeq,0.05845068400230957
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05418670899962308
OpenSSL_1.0.2_client_full,9,10,90,7,467,871,0,0,ADS,SepSeq,0.05469233399708173
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.052949368000554387
OpenSSL_1.0.2_client_full,9,10,90,7,494,897,0,0,ADS,SepSeq,0.060498430000734515
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.054033745000197086
OpenSSL_1.0.2_client_full,9,10,90,7,486,900,0,0,ADS,SepSeq,0.059716332998505095
OpenSSL_1.0.2_client_full,9,10,90,7,498,908,0,0,ADS,SepSeq,0.06131118999837781
OpenSSL_1.0.2_client_full,9,10,90,7,491,901,0,0,ADS,SepSeq,0.060322555000311695
OpenSSL_1.0.2_client_full,9,10,90,7,493,893,0,0,ADS,SepSeq,0.05914346600184217
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.053844303998630494
OpenSSL_1.0.2_client_full,9,10,90,7,467,871,0,0,ADS,SepSeq,0.0546006340009626
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.053173437001532875
OpenSSL_1.0.2_client_full,9,10,90,7,493,890,0,0,ADS,SepSeq,0.06116037299943855
OpenSSL_1.0.2_client_full,9,10,90,7,501,901,0,0,ADS,SepSeq,0.052633826999226585
OpenSSL_1.0.2_client_full,9,10,90,7,487,905,0,0,ADS,SepSeq,0.05963292800151976
OpenSSL_1.0.2_client_full,9,10,90,7,499,913,0,0,ADS,SepSeq,0.061437239000952104
OpenSSL_1.0.2_client_full,9,10,90,7,491,901,0,0,ADS,SepSeq,0.06034679900039919
OpenSSL_1.0.2_client_full,9,10,90,7,495,898,0,0,ADS,SepSeq,0.06174108299819636
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05426631299997098
OpenSSL_1.0.2_client_full,9,10,90,7,469,880,0,0,ADS,SepSeq,0.0566850750001322
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05413939099889831
OpenSSL_1.0.2_client_full,9,10,90,7,480,876,0,0,ADS,SepSeq,0.05832753999857232
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.054271001998131396
OpenSSL_1.0.2_client_full,9,10,90,7,469,880,0,0,ADS,SepSeq,0.05673878100060392
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05416911399879609
OpenSSL_1.0.2_client_full,9,10,90,7,480,877,0,0,ADS,SepSeq,0.058396865002578124
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05396656599987182
OpenSSL_1.0.2_client_full,9,10,90,7,467,871,0,0,ADS,SepSeq,0.054698814998118905
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.05310029099928215
OpenSSL_1.0.2_client_full,9,10,90,7,495,898,0,0,ADS,SepSeq,0.06070407200240879
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.0539732789984555
OpenSSL_1.0.2_client_full,9,10,90,7,473,864,0,0,ADS,SepSeq,0.057767088001128286
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.05300836499736761
OpenSSL_1.0.2_client_full,9,10,90,7,494,895,0,0,ADS,SepSeq,0.061270009999134345
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05426850900039426
OpenSSL_1.0.2_client_full,9,10,90,7,486,900,0,0,ADS,SepSeq,0.0596904399972118
OpenSSL_1.0.2_client_full,9,10,90,7,494,897,0,0,ADS,SepSeq,0.06141837999894051
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.05399417700027698
OpenSSL_1.0.2_client_full,9,10,90,7,469,880,0,0,ADS,SepSeq,0.05665400900034001
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05450451700016856
OpenSSL_1.0.2_client_full,9,10,90,7,469,880,0,0,ADS,SepSeq,0.05652722500235541
OpenSSL_1.0.2_client_full,9,10,90,7,502,904,0,0,ADS,SepSeq,0.05312784999841824
OpenSSL_1.0.2_client_full,9,10,90,7,493,887,0,0,ADS,SepSeq,0.06112381600178196
OpenSSL_1.0.2_client_full,9,10,90,7,501,901,0,0,ADS,SepSeq,0.05273295699953451
OpenSSL_1.0.2_client_full,9,10,90,7,473,864,0,0,ADS,SepSeq,0.05650691999835544
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.054446928999823285
OpenSSL_1.0.2_client_full,9,10,90,7,480,877,0,0,ADS,SepSeq,0.05808727999828989
OpenSSL_1.0.2_client_full,9,10,90,7,503,909,0,0,ADS,SepSeq,0.05447916499906569
OpenSSL_1.0.2_client_full,9,10,90,7,467,871,0,0,ADS,SepSeq,0.05451701800120645
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09921002899864106
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09813225900143152
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09917569499884848
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0988433270031237
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09882190800271928
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09985397100172122
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09940117400037707
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0987755459973414
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09896621399821015
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09849447300075553
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09967057099856902
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09824068699890631
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09938638700259617
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09818847000133246
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09923820000039996
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09866671900090296
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09942510399923776
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09878600199954235
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0995180909994815
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09824404400205822
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09954027099956875
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0980741780003882
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09960929899898474
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09808670499842265
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09943376700175577
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09796393899887335
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09897428400290664
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09868291100065107
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09867917199881049
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09868394499790156
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09909917199911433
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09830142799910391
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09869258800245007
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09871118500086595
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09908804500082624
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0985477450012695
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09903082799792173
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09853463999752421
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0990022490004776
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09812179700020351
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09886065499813412
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09850726199874771
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09924942200086662
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0981500390007568
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09880435900049633
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0982453170036024
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09927556599723175
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09791503599990392
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09865077799986466
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0981425659992965
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09905017699929886
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09902316400257405
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09846071100037079
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09887435100245057
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09922872999959509
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09880664099910064
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0992769459990086
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09868992200063076
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09942096400118317
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0985404210005072
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09959134100063238
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0988692480023019
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09945986499951687
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09823109100034344
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09944802400059416
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09831762999965576
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09927880200120853
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09839762800038443
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09899348500039196
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09816159700130811
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09934227800113149
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09839209699930507
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09946579300230951
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0985285409988137
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09896303099958459
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0986989570010337
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09936580300200148
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09898028599855024
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09981842800334562
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0980915130021458
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09927941599744372
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09871333900082391
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0997265520018118
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0983478380003362
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09939688500162447
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09830400099963299
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09914180700070574
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0984918359972653
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09940742899925681
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09867314599978272
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09957999999824096
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09837165099816048
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0991794330002449
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.0982955769977707
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09905551599877072
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09815006200005882
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09946939399742405
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09833697700014454
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09880780399907962
OpenSSL_1.0.2_client_full,9,10,90,7,610,1099,0,0,Nothing,ADS,0.09874396599843749
OpenSSL_1.0.2_client_full,9,10,90,7,259,599,0,0,SepSeq,ADS,0.028048961001331918
OpenSSL_1.0.2_client_full,9,10,90,7,259,569,0,0,SepSeq,ADS,0.03145128100004513
OpenSSL_1.0.2_client_full,9,10,90,7,301,785,0,0,SepSeq,ADS,0.029550167000707006
OpenSSL_1.0.2_client_full,9,10,90,7,259,569,0,0,SepSeq,ADS,0.03153129999918747
OpenSSL_1.0.2_client_full,9,10,90,7,259,569,0,0,SepSeq,ADS,0.03159901599792647
OpenSSL_1.0.2_client_full,9,10,90,7,261,717,0,0,SepSeq,ADS,0.026244404001772637
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03321561999837286
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03299482100192108
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033182816001499305
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03291480100233457
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03324357000019518
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03307654200034449
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03333804299836629
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03284657900076127
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033238803000131156
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03296171799956937
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03322035399833112
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03879251100079273
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03328439799952321
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03320160200019018
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033511230001749936
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03306776800309308
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033260758998949314
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03337853300035931
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033131711003079545
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03335454600164667
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033262001001276076
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033149489001516486
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033358079999743495
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033164861000841483
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03323436099890387
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03312470400123857
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03338232000169228
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03308783499960555
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03325946000040858
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03302887799873133
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.0330856290020165
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03319411700067576
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033026523000444286
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03308983099850593
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03332544200020493
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033013778000167804
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03331514399906155
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03315861499868333
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033235920000151964
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033100340002420126
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033229961001779884
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.0331160390014702
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03329700600079377
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03307148200110532
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03310361799958628
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.0331687760008208
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.0332737660028215
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033089882999775
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03329126700191409
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03317106499889633
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033276413996645715
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033097382001869846
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033316469998680986
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03299570799936191
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03329441499954555
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033271642998442985
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03320712899949285
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03305340699807857
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033332858998619486
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03302775500196731
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03321993299687165
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03304601199852186
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033077070002036635
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03287739199731732
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033064320999983465
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03296277100162115
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03304158800165169
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033131921001768205
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03309582500151009
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03318164500160492
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03303437499926076
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03319133200056967
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033322085000691004
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03319024400116177
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03323590400032117
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033182590999786044
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033170563001476694
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03325552399837761
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03318575900266296
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03309821400034707
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03314630900058546
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03295059399897582
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03332316000160063
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03313967299982323
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.0332140940008685
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033156564000819344
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.0334052319994953
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03294933100187336
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03318146300080116
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.0333471379999537
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03327692699895124
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.033184399999299785
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03321896999841556
OpenSSL_1.0.2_client_full,9,10,90,7,320,759,0,0,SepSeq,ADS,0.03304812599890283
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.08227897299730103
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.08194868799910182
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.08253908299957402
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.0820215769999777
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.08252877599807107
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.0820024899985583
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.08268867800143198
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.0822619089994987
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.08282964200043352
OpenSSL_1.0.2_client_full,9,10,90,7,591,945,0,0,ADS,ADS,0.08233330399889383
