name,learned,rounds,num_states,num_inputs,learn_inputs,learn_resets,test_inputs,test_resets,ads_score,learning_algorithm,time_taken,seed
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.00951211, 3809
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009754475, 3900
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008827922, 3980
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010279068, 4094
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009333322, 4179
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008693644, 4358
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.00876679, 4370
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.00903972, 4447
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.00978626, 4467
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010014213, 4535
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010113691, 4550
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009177561, 4588
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010164427, 4632
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010823243, 4646
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.011010659, 4689
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.008806053, 4782
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.010170695, 4845
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009290683, 4948
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009702123, 5102
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,488,145,0,0,0,lsharp_Nothing_Ads, 0.009625408, 5409
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,361,107,0,0,0,lsharp_SepSeq_SepSeq, 0.002573692, 81
ASN_learnresult_SecureCode Aut_fix.dot,true,3,4,14,361,107,0,0,0,lsharp_SepSeq_SepSeq, 0.002577331, 100
